Bz, 1e-06, 1e-06, 0.00183850907103
Br, 1e-06, 1e-06, -7.50205832433e-07
Bz, 1e-06, 0.00125075, 0.00181865890183
Br, 1e-06, 0.00125075, 1.50186420548e-08
Bz, 1e-06, 0.0025004999999999997, 0.00176815894276
Br, 1e-06, 0.0025004999999999997, 2.34717989227e-08
Bz, 1e-06, 0.00375025, 0.00172441581337
Br, 1e-06, 0.00375025, 5.83948569404e-09
Bz, 1e-06, 0.005, 0.0018581880465
Br, 1e-06, 0.005, -1.30982687754e-07
Bz, 0.0005564444444444444, 1e-06, 0.00184097882663
Br, 0.0005564444444444444, 1e-06, 4.72622133727e-07
Bz, 0.0005564444444444444, 0.00125075, 0.00182126349282
Br, 0.0005564444444444444, 0.00125075, 8.38980725235e-06
Bz, 0.0005564444444444444, 0.0025004999999999997, 0.00176792182029
Br, 0.0005564444444444444, 0.0025004999999999997, 1.3566687494e-05
Bz, 0.0005564444444444444, 0.00375025, 0.00171654146887
Br, 0.0005564444444444444, 0.00375025, 2.43739683273e-06
Bz, 0.0005564444444444444, 0.005, 0.00182312857193
Br, 0.0005564444444444444, 0.005, -7.46523923216e-05
Bz, 0.0011118888888888888, 1e-06, 0.00184714436194
Br, 0.0011118888888888888, 1e-06, 3.51683204506e-07
Bz, 0.0011118888888888888, 0.00125075, 0.00182640263635
Br, 0.0011118888888888888, 0.00125075, 1.7595181982e-05
Bz, 0.0011118888888888888, 0.0025004999999999997, 0.00176902351326
Br, 0.0011118888888888888, 0.0025004999999999997, 2.91805145919e-05
Bz, 0.0011118888888888888, 0.00375025, 0.0016987218465
Br, 0.0011118888888888888, 0.00375025, 1.3240997022e-05
Bz, 0.0011118888888888888, 0.005, 0.00172365012334
Br, 0.0011118888888888888, 0.005, -0.000118865391116
Bz, 0.0016673333333333332, 1e-06, 0.00185749840247
Br, 0.0016673333333333332, 1e-06, 2.12284018052e-07
Bz, 0.0016673333333333332, 0.00125075, 0.00183562312551
Br, 0.0016673333333333332, 0.00125075, 2.72917385871e-05
Bz, 0.0016673333333333332, 0.0025004999999999997, 0.00177257143667
Br, 0.0016673333333333332, 0.0025004999999999997, 4.78784562507e-05
Bz, 0.0016673333333333332, 0.00375025, 0.0016781978808
Br, 0.0016673333333333332, 0.00375025, 3.86286577126e-05
Bz, 0.0016673333333333332, 0.005, 0.00158731964057
Br, 0.0016673333333333332, 0.005, -9.6730546329e-05
Bz, 0.0022227777777777775, 1e-06, 0.00187231563142
Br, 0.0022227777777777775, 1e-06, 9.81989658076e-08
Bz, 0.0022227777777777775, 0.00125075, 0.00184925723695
Br, 0.0022227777777777775, 0.00125075, 3.7682993663e-05
Bz, 0.0022227777777777775, 0.0025004999999999997, 0.00178032086721
Br, 0.0022227777777777775, 0.0025004999999999997, 6.97966082044e-05
Bz, 0.0022227777777777775, 0.00375025, 0.00166374554617
Br, 0.0022227777777777775, 0.00375025, 7.713934931e-05
Bz, 0.0022227777777777775, 0.005, 0.00147870682657
Br, 0.0022227777777777775, 0.005, -4.00288316416e-06
Bz, 0.002778222222222222, 1e-06, 0.00189147897694
Br, 0.002778222222222222, 1e-06, 3.38117312414e-08
Bz, 0.002778222222222222, 0.00125075, 0.00186806241386
Br, 0.002778222222222222, 0.00125075, 4.87764946194e-05
Bz, 0.002778222222222222, 0.0025004999999999997, 0.00179574816132
Br, 0.002778222222222222, 0.0025004999999999997, 9.40279626203e-05
Bz, 0.002778222222222222, 0.00375025, 0.00166254622241
Br, 0.002778222222222222, 0.00375025, 0.000125308207024
Bz, 0.002778222222222222, 0.005, 0.00142944939767
Br, 0.002778222222222222, 0.005, 0.000112121234334
Bz, 0.003333666666666666, 1e-06, 0.00191584691939
Br, 0.003333666666666666, 1e-06, -1.9279931651e-08
Bz, 0.003333666666666666, 0.00125075, 0.00189196228873
Br, 0.003333666666666666, 0.00125075, 6.00994046361e-05
Bz, 0.003333666666666666, 0.0025004999999999997, 0.00181838246951
Br, 0.003333666666666666, 0.0025004999999999997, 0.000119764650592
Bz, 0.003333666666666666, 0.00375025, 0.00167702494904
Br, 0.003333666666666666, 0.00375025, 0.000179315928711
Bz, 0.003333666666666666, 0.005, 0.00142391615975
Br, 0.003333666666666666, 0.005, 0.000220477370039
Bz, 0.003889111111111111, 1e-06, 0.00194500625803
Br, 0.003889111111111111, 1e-06, 7.40943818645e-08
Bz, 0.003889111111111111, 0.00125075, 0.00192100854444
Br, 0.003889111111111111, 0.00125075, 7.12712622947e-05
Bz, 0.003889111111111111, 0.0025004999999999997, 0.00184922546615
Br, 0.003889111111111111, 0.0025004999999999997, 0.000144070331895
Bz, 0.003889111111111111, 0.00375025, 0.0017117379964
Br, 0.003889111111111111, 0.00375025, 0.000232178154607
Bz, 0.003889111111111111, 0.005, 0.00144721996344
Br, 0.003889111111111111, 0.005, 0.000327249254565
Bz, 0.004444555555555556, 1e-06, 0.00197907148496
Br, 0.004444555555555556, 1e-06, 6.02333091696e-08
Bz, 0.004444555555555556, 0.00125075, 0.0019550248048
Br, 0.004444555555555556, 0.00125075, 8.25464694372e-05
Bz, 0.004444555555555556, 0.0025004999999999997, 0.00188678748984
Br, 0.004444555555555556, 0.0025004999999999997, 0.000164371090053
Bz, 0.004444555555555556, 0.00375025, 0.00176465667028
Br, 0.004444555555555556, 0.00375025, 0.000280312191558
Bz, 0.004444555555555556, 0.005, 0.00149855358854
Br, 0.004444555555555556, 0.005, 0.000435482510842
Bz, 0.005, 1e-06, 0.00201743292421
Br, 0.005, 1e-06, 6.42696429908e-08
Bz, 0.005, 0.00125075, 0.00199459993806
Br, 0.005, 0.00125075, 9.52803602553e-05
Bz, 0.005, 0.0025004999999999997, 0.00192707724386
Br, 0.005, 0.0025004999999999997, 0.000177631289306
Bz, 0.005, 0.00375025, 0.00183827261232
Br, 0.005, 0.00375025, 0.000318777272035
Bz, 0.005, 0.005, 0.00158957724168
Br, 0.005, 0.005, 0.000545640537742
dofs, 74516
nodes, 22283
elements, 37296
